ts;co2;humidity;light;motion;temperature;vdd
1596508217625;397;57;2;0;20.6;3633
1596508516613;401;57;2;0;20.7;3633
1596508816581;401;57;2;0;20.7;3633
1596509118724;400;57;3;0;20.6;3633
1596509415761;412;56;3;0;20.6;3633
1596509716713;408;57;3;0;20.6;3633
1596510016829;408;56;3;0;20.6;3633
1596510318088;403;56;4;0;20.6;3633
1596510616448;412;56;4;0;20.6;3633
1596510918128;402;56;5;0;20.6;3633
1596511215257;408;56;5;0;20.6;3633
1596511515973;407;56;5;0;20.6;3633
1596511816225;408;56;6;0;20.6;3633
1596512115987;411;56;6;0;20.6;3633
1596512416649;410;56;6;0;20.6;3633
1596512717186;402;56;6;0;20.6;3633
1596513016405;411;56;7;0;20.6;3633
1596513318173;400;56;7;0;20.6;3633
1596513615655;407;56;7;0;20.7;3633
1596513916377;400;56;8;0;20.6;3633
1596514216937;413;56;9;0;20.6;3633
1596514521866;408;56;9;0;20.7;3633
1596514815053;402;56;9;0;20.6;3633
1596515117017;403;56;10;0;20.7;3633
1596515416297;403;56;11;0;20.6;3633
1596515716969;401;56;12;0;20.6;3633
1596516016205;402;56;13;0;20.7;3633
1596516317025;408;56;13;0;20.6;3633
1596516619142;407;56;14;0;20.6;3633
1596516915865;400;56;15;0;20.6;3633
1596517215797;404;56;16;0;20.7;3633
1596517515485;405;56;16;0;20.7;3633
1596517818610;405;56;16;0;20.7;3633
1596518115873;404;56;17;0;20.7;3633
1596518429932;403;56;17;0;20.7;3633
1596518716737;405;56;17;0;20.7;3633
1596519015025;409;56;17;0;20.7;3633
1596519316281;403;56;17;0;20.7;3633
1596519616046;412;56;17;0;20.7;3633
1596519915005;408;56;17;0;20.8;3633
1596520219468;409;56;17;0;20.7;3633
1596520515853;410;56;18;0;20.7;3633
1596520822167;413;56;18;0;20.8;3633
1596521114913;404;56;18;0;20.7;3633
1596521422765;406;56;20;0;20.7;3633
1596521715293;404;56;18;0;20.7;3633
1596522016669;405;56;19;0;20.8;3633
1596522314825;415;57;18;0;20.8;3633
1596522614822;417;57;19;0;20.8;3633
1596522916883;409;56;19;0;20.8;3633
1596523216261;420;57;19;0;20.9;3633
1596523517823;405;57;20;0;20.8;3633
1596523815073;410;56;22;0;20.8;3633
1596524118192;411;57;21;0;20.8;3633
1596524415673;407;56;22;0;20.8;3633
1596524717021;406;56;25;0;20.8;3633
1596525016025;408;56;24;0;20.8;3633
1596525316657;405;56;24;0;20.9;3633
1596525614933;407;56;27;0;20.9;3633
1596525914885;408;56;29;0;20.9;3633
1596526216854;406;56;19;0;20.9;3633
1596526515029;418;56;20;0;20.9;3633
